"ucl","uel","epl","LaLiga","Bundesliga","SerieA","Ligue1","hours","years","fifa","age","origin","gender","sm","region","marketing","ajax","everton","lyon","arsenal","valencia","schalke","napoli","barcelona","manu","besiktas","chelsea","acmilan","juventus","monaco","feyenoord","liverpool","galatasaray","nice","dortmund","intermilan","leicestercity","wolfsburg","porto","atletico","mancity","montpellier","bayernmunich","realmadrid","tottenham","marseille","roma","villarreal","fenerbahce","psg","benfica","sevilla","juventusS","intermilanS","dortmundS","monacoS","chelseaS","bayernmunichS","schalkeS","barcelonaS","liverpoolS","tottenhamS","atleticoS","mancityS","manuS","realmadridS","ajaxS","napoliS","leicestercityS","wolfsburgS","tc","tcp","ts","tsp"
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Weekly","Region 5","No Response",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8.3,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","18-21","United States","Female","Weekly","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Weekly","Region 1","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Male","Weekly","Region 2","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Weekly","Region 3","No Response",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Female","Weekly","Region 5","No Response",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","22-25","United States","Male","Weekly","Region 5","Agree",0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.1,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Female","Weekly","Region 4","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","26-29","United States","Male","Weekly","Region 5","Agree",1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,36.1,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Weekly","Region 1","Agree",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.3,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Weekly","Region 1","Agree",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Weekly","Region 1","No Response",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Weekly","Region 2","Disagree",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.1,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Weekly","Region 3","Agree",0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,11.1,1,2.8
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Female","Weekly","Region 4","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","30-41","United States","Male","Weekly","Region 5","Disagree",1,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,11,30.6,2,5.6
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Weekly","Region 1","Agree",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Female","Weekly","Region 4","Agree",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.8,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Never","42+","United States","Male","Weekly","Region 5","No Response",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Never","18-21","United States","Female","Weekly","Region 5","No Response",0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,13.9,1,2.8
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","5-6 Years","Never","22-25","United States","Male","Weekly","Region 2","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","Yes","Yes","No","No","No","1-4 Hours","5-6 Years","Never","22-25","United States","Male","Weekly","Region 5","Disagree",0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,21,58.3,4,11.1
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","30-41","Foreign Country","Male","Weekly","Region 3","Disagree",0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,12,33.3,4,11.1
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Never","30-41","United States","Male","Weekly","Region 3","Agree",0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,15,41.7,5,13.9
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Never","30-41","United States","Male","Weekly","Region 3","Strongly Agree",1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,27.8,0,0
"Yes","No","No","Yes","No","No","No","1-4 Hours","6+ Years","Never","30-41","United States","Male","Weekly","Region 5","Agree",1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,26,72.2,7,19.4
"Yes","No","Yes","Yes","No","Yes","No","1-4 Hours","6+ Years","Never","30-41","United States","Male","Weekly","Region 5","Agree",1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,21,58.3,4,11.1
"Yes","Yes","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Never","42+","Foreign Country","Male","Weekly","Region 4","Agree",1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,18,50,2,5.6
"Yes","Yes","Yes","Yes","Yes","Yes","Yes","1-4 Hours","6+ Years","Never","42+","United States","Male","Weekly","Region 5","Strongly Agree",1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,29,80.6,9,25
"Yes","Yes","Yes","No","Yes","Yes","No","5+ Hours","6+ Years","Never","30-41","United States","Female","Weekly","Region 3","Agree",0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,16.7,2,5.6
"Yes","No","Yes","No","No","No","No","5+ Hours","6+ Years","Never","42+","United States","Male","Weekly","Region 5","Strongly Agree",0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,25,69.4,16,44.4
"Yes","Yes","Yes","Yes","No","No","No","0 Hours","3-4 Years","No Response","No Response","No Response","No Response","Weekly","Region 1","Disagree",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","No Response","No Response","No Response","No Response","Weekly","Region 5","No Response",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Yes","Yes","No","No","Yes","No","No","1-4 Hours","6+ Years","No Response","22-25","Foreign Country","Female","Weekly","Region 4","No Response",1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,17,47.2,5,13.9
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","18-21","United States","Female","Weekly","Region 5","Disagree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","No","No","No","No","No","0 Hours","0 Years","Rarely or Monthly","42+","United States","Male","Weekly","Region 1","Agree",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.6,0,0
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Male","Weekly","Region 4","Disagree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,36,100,7,19.4
"Yes","No","Yes","No","No","No","No","1-4 Hours","5-6 Years","Rarely or Monthly","22-25","United States","Male","Weekly","Region 5","Agree",0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,24,66.7,5,13.9
"Yes","No","Yes","Yes","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","22-25","United States","Male","Weekly","Region 5","Strongly Agree",1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,1,32,88.9,11,30.6
"Yes","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Rarely or Monthly","26-29","United States","Male","Weekly","Region 5","No Response",1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,29,80.6,14,38.9
"Yes","No","Yes","No","No","No","No","1-4 Hours","6+ Years","Rarely or Monthly","42+","United States","Male","Weekly","Region 5","Agree",1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1,22,61.1,6,16.7
"Yes","No","Yes","Yes","Yes","No","No","1-4 Hours","1-2 Years","Rarely or Monthly","30-41","United States","Male","Weekly","Region 5","Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,26,72.2,5,13.9
"Yes","No","Yes","Yes","No","No","No","5+ Hours","6+ Years","Rarely or Monthly","30-41","United States","Male","Weekly","Region 5","Strongly Agree",1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,30,83.3,15,41.7
"Yes","No","Yes","No","No","No","No","1-4 Hours","1-2 Years","Weekly or Daily","18-21","United States","Male","Weekly","Region 4","Agree",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"No","No","Yes","No","No","No","No","1-4 Hours","3-4 Years","Weekly or Daily","18-21","United States","Male","Weekly","Region 4","Strongly Agree",0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,38.9,0,0
"No","No","Yes","Yes","No","No","No","1-4 Hours","5-6 Years","Weekly or Daily","18-21","United States","Male","Weekly","Region 4","Agree",1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,22,61.1,5,13.9
"Yes","No","Yes","No","Yes","No","No","1-4 Hours","5-6 Years","Weekly or Daily","22-25","United States","Male","Weekly","Region 1","Agree",1,0,0,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,20,55.6,6,16.7
